Project Code,PQ #,PO / SO #,ASN/DN #,Country,Managed By,Fulfill Via,Vendor INCO Term,Shipment Mode,Scheduled Delivery Date,Delivered to Client Date,Delivery Recorded Date,Product Group,Sub Classification,Vendor,Item Description,Molecule/Test Type,Brand,Dosage,Dosage Form,Unit of Measure (Per Pack),Line Item Quantity,Line Item Value,Pack Price,Unit Price,Manufacturing Site,First Line Designation,Line Item Insurance (USD),YEAR,MONTH,QUARTER,DAY
103-CM-T30,FPQ-12659,SCMS-201930,ASN-21679,Cameroon,PMO - US,Direct Drop,EXW,Air,2013-10-10,10-Oct-13,18-Oct-13,HRDT,HIV test - Ancillary,"Orgenics, Ltd","Chase Buffer, Determine, 100 Tests, 2.5ml x 1 Vial","Chase Buffer, Determine, 100 Tests, 2.5ml x 1 Vial",Determine,300mg,Test kit - Ancillary,1,50,250.0,5.0,5.0,"Alere Medical Co., Ltd.",No,0.31,2013,10,4,10
116-ZA-T30,FPQ-11828,SCMS-183950,ASN-19166,South Africa,South Africa Field Office,Direct Drop,DDP,Truck,2013-04-16,16-Apr-13,16-Apr-13,ARV,Adult,S. BUYS WHOLESALER,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,5093,94109.04,18.48,0.31,"Cipla, Goa, India",No,116.41,2013,4,2,16
108-VN-T30,FPQ-7427,SCMS-105450,ASN-11067,Vietnam,PMO - US,Direct Drop,EXW,Air,2011-07-05,5-Jul-11,5-Jul-11,ARV,Adult,STRIDES ARCOLAB LIMITED,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,50000,117500.0,2.35,0.04,"Strides, Bangalore, India.",Yes,193.88,2011,7,3,5
119-NA-T30,FPQ-7679,SCMS-109950,ASN-11489,Namibia,PMO - US,Direct Drop,EXW,Air,2011-08-03,3-Aug-11,3-Aug-11,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,300mg,Test kit,20,728,23296.0,32.0,1.6,"Trinity Biotech, Plc",Yes,38.44,2011,8,3,3
151-NG-T30,FPQ-16312,SCMS-287700,ASN-32527,Nigeria,PMO - US,Direct Drop,EXW,Air,2015-06-24,24-Jun-15,30-Jun-15,ARV,Adult,HETERO LABS LIMITED,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,7026,31617.0,4.5,0.15,Hetero Unit III Hyderabad IN,No,37.21,2015,6,2,24
107-RW-T30,FPQ-13853,SCMS-244220,ASN-27693,Rwanda,PMO - US,Direct Drop,FCA,Air,2014-08-22,22-Aug-14,26-Aug-14,ARV,Pediatric,LAWRENCE LABORATORIES (SUBSIDIARY OF BRISTOL MYERS SQUIBB),"Atazanavir 150mg [Reyataz], capsules, 60 Caps",Atazanavir,Reyataz,150mg,Capsule,60,216,7311.6,33.85,0.56,"BMS Evansville, US",Yes,7.52,2014,8,3,22
144-BW-T30,FPQ-4167,SCMS-54190,ASN-6563,Botswana,PMO - US,Direct Drop,EXW,Air,2010-04-20,20-Apr-10,20-Apr-10,HRDT,HIV test - Ancillary,Orasure Technologies Inc.,"#109435**HIV, OraQuick Controls Kit, 3 Vials","HIV, OraQuick Controls Kit, 3 Vials",OraQuick,300mg,Test kit - Ancillary,3,10,250.0,25.0,8.33,"Orasure Technologies, Inc USA",Yes,0.49,2010,4,2,20
102-SS-T30,FPQ-9038,SCMS-137200,ASN-14984,South Sudan,PMO - US,Direct Drop,EXW,Air,2012-06-15,15-Jun-12,15-Jun-12,HRDT,HIV test - Ancillary,"Orgenics, Ltd","Capillary Tubes, for Determine, EDTA, 50uL,100 Pcs","HIV, Capillary Tubes, for Determine, EDTA, 50uL,100 Pcs",Determine,300mg,Test kit - Ancillary,100,337,2696.0,8.0,0.08,"Alere Medical Co., Ltd.",No,3.78,2012,6,2,15
108-VN-T30,FPQ-15292,SCMS-268410,ASN-30672,Vietnam,PMO - US,Direct Drop,FCA,Air,2015-03-19,19-Mar-15,19-Mar-15,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,5000,304000.0,60.8,0.51,ABBVIE Ludwigshafen Germany,No,357.81,2015,3,1,19
106-HT-T30,FPQ-12682,SCMS-209710,ASN-27232,Haiti,PMO - US,Direct Drop,EXW,Air,2014-08-25,25-Aug-14,28-Aug-14,ARV,Pediatric,CIPLA LIMITED,"Abacavir 60mg, dispersible tablets, 60 Tabs",Abacavir,Generic,60mg,Chewable/dispersible tablet,60,482,2410.0,5.0,0.08,"Cipla, Patalganga, India",Yes,2.98,2014,8,3,25
127-KE-T30,FPQ-8155,SCMS-119190,ASN-12469,Kenya,PMO - US,Direct Drop,EXW,Air,2011-11-04,4-Nov-11,4-Nov-11,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,300mg,Test kit,100,7238,644182.0,89.0,0.89,"Alere Medical Co., Ltd.",Yes,1062.9,2011,11,4,4
133-NG-T30,FPQ-10349,SCMS-155321,ASN-17169,Nigeria,PMO - US,Direct Drop,EXW,Air,2012-11-28,29-Nov-12,29-Nov-12,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,300mg,Test kit,100,2744,244216.0,89.0,0.89,"Alere Medical Co., Ltd.",Yes,342.39,2012,11,4,28
133-NG-T30,FPQ-15504,SCMS-270771,ASN-32756,Nigeria,PMO - US,Direct Drop,EXW,Air,2015-06-30,29-Jun-15,2-Jul-15,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,300mg,Test kit,100,6350,565150.0,89.0,0.89,"Alere Medical Co., Ltd.",Yes,665.18,2015,6,2,30
161-ZA-T30,FPQ-6708,SCMS-93540,ASN-10572,South Africa,PMO - US,Direct Drop,DDP,Ocean,2011-05-31,13-Jun-11,13-Jun-11,ARV,Adult,Aurobindo Pharma Limited,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,100,665.0,6.65,0.22,"Aurobindo Unit III, India",Yes,1.1,2011,5,2,31
153-NA-T30,FPQ-9698,SCMS-144300,ASN-15068,Namibia,PMO - US,Direct Drop,EXW,Air,2012-07-16,16-Jul-12,16-Jul-12,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,300mg,Test kit,20,416,13312.0,32.0,1.6,"Trinity Biotech, Plc",Yes,18.66,2012,7,3,16
106-HT-T30,FPQ-14895,SCMS-261980,ASN-29907,Haiti,PMO - US,Direct Drop,EXW,Air,2015-01-20,20-Jan-15,21-Jan-15,ARV,Pediatric,CIPLA LIMITED,"Lamivudine/Nevirapine/Zidovudine 30/50/60mg, dispersible tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,30/50/60mg,Chewable/dispersible tablet - FDC,60,7867,28321.2,3.6,0.06,"Cipla, Goa, India",Yes,29.11,2015,1,1,20
113-ZW-T30,FPQ-11161,SCMS-170110,ASN-18271,Zimbabwe,PMO - US,Direct Drop,EXW,Air,2013-03-15,15-Mar-13,15-Mar-13,HRDT,HIV test,Premier Medical Corporation Ltd.,"HIV 1/2/O, First Response HIV 1-2.0, v.3.0 Cards Kit, 30 Tests","HIV 1/2/O, First Response HIV 1-2.0, v.3.0 Cards Kit",First Response,300mg,Test kit,30,8000,180000.0,22.5,0.75,Premier Med. Corp Ltd. India,Yes,222.66,2013,3,1,15
161-ZA-T30,FPQ-6262,SCMS-84250,ASN-9007,South Africa,PMO - US,Direct Drop,DDP,Ocean,2010-12-15,15-Dec-10,15-Dec-10,ARV,Adult,STRIDES ARCOLAB LIMITED,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,164908,407322.76,2.47,0.04,"Strides, Bangalore, India.",Yes,878.19,2010,12,4,15
116-ZA-T30,FPQ-11828,SCMS-183950,ASN-19166,South Africa,South Africa Field Office,Direct Drop,DDP,Truck,2013-04-16,16-Apr-13,16-Apr-13,ARV,Adult,S. BUYS WHOLESALER,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,1473,36814.05,24.99,0.21,ABBVIE Ludwigshafen Germany,No,45.54,2013,4,2,16
107-RW-T30,FPQ-8741,SCMS-129510,ASN-15329,Rwanda,PMO - US,Direct Drop,CIP,Air,2012-06-28,28-Jun-12,28-Jun-12,ARV,Pediatric,CIPLA LIMITED,"Lamivudine/Stavudine 60/12mg, dispersible tablets, 60 Tabs",Lamivudine/Stavudine,Generic,60/12mg,Chewable/dispersible tablet - FDC,60,672,2466.24,3.67,0.06,"Cipla, Goa, India",Yes,3.46,2012,6,2,28
108-VN-T30,FPQ-14516,SCMS-249050,ASN-29372,Vietnam,PMO - US,Direct Drop,EXW,Air,2014-12-17,17-Dec-14,17-Dec-14,ARV,Adult,HETERO LABS LIMITED,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,15840,166320.0,10.5,0.35,Hetero Unit III Hyderabad IN,Yes,170.98,2014,12,4,17
133-NG-T30,FPQ-8117,SCMS-118190,ASN-12879,Nigeria,PMO - US,Direct Drop,EXW,Air,2011-12-19,9-Dec-11,9-Dec-11,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,300mg,Test kit,100,2419,215291.0,89.0,0.89,"Alere Medical Co., Ltd.",Yes,355.23,2011,12,4,19
116-ZA-T30,FPQ-14942,SCMS-259072,ASN-30377,South Africa,PMO - US,Direct Drop,DDP,Truck,2015-01-26,26-Jan-15,26-Jan-15,ARV,Adult,PHARMACY DIRECT,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,19,428.24,22.54,0.38,"Aurobindo Unit III, India",No,0.44,2015,1,1,26
108-VN-T30,FPQ-9576,SCMS-145310,ASN-16124,Vietnam,PMO - US,Direct Drop,EXW,Air,2012-10-02,2-Oct-12,2-Oct-12,ARV,Pediatric,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Lamivudine/Nevirapine/Zidovudine 30/50/60mg, dispersible tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,30/50/60mg,Chewable/dispersible tablet - FDC,60,8698,36096.7,4.15,0.07,Mylan (formerly Matrix) Nashik,No,50.61,2012,10,4,2
101-CD-T30,FPQ-13555,SCMS-241110,ASN-26614,"Congo, DRC",PMO - US,Direct Drop,EXW,Air,2014-08-29,29-Aug-14,23-Sep-14,ARV,Pediatric,Aurobindo Pharma Limited,"Nevirapine 50mg, dispersible tablets (tablets for oral suspension), 30 Tabs",Nevirapine,Generic,50mg,Chewable/dispersible tablet,30,240,312.0,1.3,0.04,"Aurobindo Unit III, India",Yes,0.32,2014,8,3,29
108-VN-T30,FPQ-14516,SCMS-249050,ASN-29374,Vietnam,PMO - US,Direct Drop,EXW,Air,2014-12-17,17-Dec-14,17-Dec-14,ARV,Adult,HETERO LABS LIMITED,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,20856,218988.0,10.5,0.35,Hetero Unit III Hyderabad IN,Yes,225.12,2014,12,4,17
105-GH-T30,FPQ-14052,SCMS-237840,ASN-27603,Ghana,PMO - US,Direct Drop,EXW,Ocean,2014-11-04,4-Nov-14,6-Nov-14,ARV,Pediatric,Aurobindo Pharma Limited,"Lamivudine 10mg/ml, oral solution, Bottle, 240 ml",Lamivudine,Generic,10mg/ml,Oral solution,240,13863,19824.09,1.43,0.01,"Aurobindo Unit III, India",Yes,20.38,2014,11,4,4
105-SS-T30,FPQ-11539,SCMS-176930,ASN-19142,South Sudan,PMO - US,Direct Drop,EXW,Air,2013-07-20,20-Jul-13,20-Jul-13,HRDT,HIV test - Ancillary,"Orgenics, Ltd","Capillary Tubes, for Determine, EDTA, 50uL,100 Pcs","HIV, Capillary Tubes, for Determine, EDTA, 50uL,100 Pcs",Determine,300mg,Test kit - Ancillary,100,115,920.0,8.0,0.08,"Alere Medical Co., Ltd.",No,1.14,2013,7,3,20
101-CD-T30,FPQ-14100,SCMS-239410,ASN-26738,"Congo, DRC",PMO - US,Direct Drop,EXW,Air,2014-09-05,5-Sep-14,16-Sep-14,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,300mg,Test kit,20,27,864.0,32.0,1.6,"Trinity Biotech, Plc",No,0.89,2014,9,3,5
116-ZA-T30,FPQ-14942,SCMS-259075,ASN-32138,South Africa,PMO - US,Direct Drop,DDP,Truck,2015-05-12,12-May-15,12-May-15,ARV,Pediatric,PHARMACY DIRECT,"Efavirenz 200mg, capsule, 90 Caps",Efavirenz,Generic,200mg,Capsule,90,3,51.13,17.04,0.19,"Aurobindo Unit III, India",No,0.05,2015,5,2,12
116-ZA-T30,FPQ-11828,SCMS-183950,ASN-19166,South Africa,South Africa Field Office,Direct Drop,DDP,Truck,2013-04-16,16-Apr-13,16-Apr-13,ARV,Adult,S. BUYS WHOLESALER,"Didanosine 400mg, delayed-release capsules, 30 Caps",Didanosine,Generic,400mg,Delayed-release capsules,30,14,278.66,19.9,0.66,"Aurobindo Unit III, India",No,0.34,2013,4,2,16
105-DO-T30,FPQ-11295,SCMS-172490,ASN-18314,Dominican Republic,PMO - US,Direct Drop,EXW,Air,2013-02-26,26-Feb-13,26-Feb-13,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,300mg,Test kit,20,413,13216.0,32.0,1.6,"Trinity Biotech, Plc",Yes,16.35,2013,2,1,26
133-NG-T30,FPQ-4069,SCMS-51090,ASN-5225,Nigeria,PMO - US,Direct Drop,EXW,Air,2009-11-16,16-Nov-09,16-Nov-09,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,300mg,Test kit,100,5100,408000.0,80.0,0.8,Inverness Japan,Yes,799.68,2009,11,4,16
106-HT-T30,FPQ-15102,SCMS-260780,ASN-31453,Haiti,PMO - US,Direct Drop,EXW,Air,2015-05-05,22-Apr-15,23-Apr-15,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,300mg,Test kit,100,5698,569800.0,100.0,1.0,"Alere Medical Co., Ltd.",Yes,670.65,2015,5,2,5
116-ZA-T30,FPQ-13973,SCMS-238553,ASN-28021,South Africa,PMO - US,Direct Drop,DDP,Truck,2014-08-28,28-Aug-14,28-Aug-14,ARV,Adult,PHARMACY DIRECT,"Didanosine 400mg, delayed-release capsules, 30 Caps",Didanosine,Generic,400mg,Delayed-release capsules,30,7,137.73,19.68,0.66,"Aurobindo Unit III, India",No,0.14,2014,8,3,28
108-VN-T30,FPQ-4720,SCMS-62460,ASN-6355,Vietnam,PMO - US,Direct Drop,EXW,Air,2010-03-29,29-Mar-10,29-Mar-10,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,3192,23940.0,7.5,0.25,Mylan (formerly Matrix) Nashik,No,51.61,2010,3,1,29
114-UG-T30,FPQ-11371,SCMS-173110,ASN-18722,Uganda,PMO - US,Direct Drop,EXW,Air,2013-04-29,29-Apr-13,29-Apr-13,HRDT,HIV test - Ancillary,"Orgenics, Ltd","Capillary Tubes, for Determine, EDTA, 50uL,100 Pcs","HIV, Capillary Tubes, for Determine, EDTA, 50uL,100 Pcs",Determine,300mg,Test kit - Ancillary,100,100,800.0,8.0,0.08,"Alere Medical Co., Ltd.",Yes,0.99,2013,4,2,29
108-VN-T30,FPQ-13976,SCMS-236060,ASN-27812,Vietnam,PMO - US,Direct Drop,EXW,Air,2014-09-22,22-Sep-14,4-Nov-14,ARV,Adult,HETERO LABS LIMITED,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,300mg,Tablet,60,500,5725.0,11.45,0.19,Hetero Unit III Hyderabad IN,No,5.89,2014,9,3,22
116-ZA-T30,FPQ-12522,SCMS-199289,ASN-28034,South Africa,PMO - US,Direct Drop,DDP,Truck,2014-08-29,29-Aug-14,29-Aug-14,ARV,Adult,S. BUYS WHOLESALER,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,592,5776.17,9.76,0.16,Hetero Unit III Hyderabad IN,No,7.15,2014,8,3,29
104-CI-T30,FPQ-13603,SCMS-228090,ASN-29971,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,2015-01-23,23-Jan-15,23-Jan-15,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","HIV 1/2, Stat-Pak HIV, Kit, 20 Tests","HIV 1/2, Stat-Pak HIV, Kit",Stat-Pak,300mg,Test kit,20,2120,65720.0,31.0,1.55,Chembio Diagnostics Sys. Inc.,Yes,67.56,2015,1,1,23
106-HT-T30,FPQ-7670,SCMS-109660,ASN-11484,Haiti,PMO - US,Direct Drop,FCA,Air,2011-08-08,8-Aug-11,8-Aug-11,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Lopinavir/Ritonavir,Kaletra,80/20mg/ml,Oral solution,300,90,3033.0,33.7,0.11,ABBVIE (Abbott) Logis. UK,Yes,5.0,2011,8,3,8
106-HT-T30,FPQ-14895,SCMS-260970,ASN-31106,Haiti,PMO - US,Direct Drop,EXW,Ocean,2015-05-25,25-May-15,26-May-15,ARV,Adult,CIPLA LIMITED,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,21203,68697.72,3.24,0.11,"Cipla, Goa, India",Yes,70.62,2015,5,2,25
104-CI-T30,FPQ-10764,SCMS-162871,ASN-19031,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,2013-04-19,19-Apr-13,19-Apr-13,HRDT,HIV test,BIO-RAD LABORATORIES (FRANCE),"HIV 1/2, Genie III Kit, 50 Tests","HIV 1/2, Genie III Kit",Genie,300mg,Test kit,50,300,27300.0,91.0,1.82,Bio-Rad Laboratories,Yes,38.27,2013,4,2,19
107-RW-T30,FPQ-12518,SCMS-198222,ASN-24719,Rwanda,PMO - US,Direct Drop,EXW,Air,2014-03-27,27-Mar-14,8-May-14,HRDT,HIV test,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)","HIV 1/2, SKB Colloidal Gold, Diagnostic Kit, Antibody, 50 Tests","HIV 1/2, Colloidal Gold, Diagnostic Kit, Antibody",Colloidal Gold,300mg,Test kit,1,2988,73206.0,24.5,24.5,"KHB Test Kit Facility, Shanghai China",Yes,90.56,2014,3,1,27
108-VN-T30,FPQ-10811,SCMS-164550,ASN-18970,Vietnam,PMO - US,Direct Drop,EXW,Air,2013-05-15,15-May-13,15-May-13,ARV,Pediatric,STRIDES ARCOLAB LIMITED,"Lamivudine/Nevirapine/Zidovudine 30/50/60mg, dispersible tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,30/50/60mg,Chewable/dispersible tablet - FDC,60,1119,4476.0,4.0,0.07,"Strides, Bangalore, India.",No,5.54,2013,5,2,15
108-VN-T30,FPQ-9577,SCMS-145520,ASN-15795,Vietnam,PMO - US,Direct Drop,EXW,Air,2012-08-22,22-Aug-12,22-Aug-12,ARV,Pediatric,Aurobindo Pharma Limited,"Zidovudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",Zidovudine,Generic,10mg/ml,Oral solution,240,350,735.0,2.1,0.01,"Aurobindo Unit III, India",No,1.03,2012,8,3,22
106-HT-T30,FPQ-15038,SCMS-262980,ASN-30463,Haiti,PMO - US,Direct Drop,EXW,Ocean,2015-04-09,9-Apr-15,13-Apr-15,ARV,Adult,HETERO LABS LIMITED,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,36000,298440.0,8.29,0.14,Hetero Unit III Hyderabad IN,No,306.8,2015,4,2,9
113-ZW-T30,FPQ-7521,SCMS-108000,ASN-12245,Zimbabwe,PMO - US,Direct Drop,EXW,Air,2011-10-19,18-Oct-11,18-Oct-11,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,300mg,Test kit,100,1145,91600.0,80.0,0.8,Inverness Japan,Yes,151.14,2011,10,4,19
108-VN-T30,FPQ-5899,SCMS-77410,ASN-8343,Vietnam,PMO - US,Direct Drop,EXW,Air,2010-10-13,13-Oct-10,13-Oct-10,ARV,Adult,STRIDES ARCOLAB LIMITED,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,3753,9532.62,2.54,0.04,"Strides, Bangalore, India.",Yes,20.55,2010,10,4,13
116-ZA-T30,FPQ-12522,SCMS-199283,ASN-27975,South Africa,PMO - US,Direct Drop,DDP,Truck,2014-08-27,27-Aug-14,27-Aug-14,ARV,Adult,S. BUYS WHOLESALER,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,1,16.73,16.73,0.56,Hetero Unit III Hyderabad IN,No,0.02,2014,8,3,27
900-UG-T30,FPQ-10089,SCMS-149400,ASN-15429,Uganda,PMO - US,Direct Drop,EXW,Air,2012-07-12,12-Jul-12,12-Jul-12,ARV,Adult,Aurobindo Pharma Limited,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,22500,52875.0,2.35,0.04,"Aurobindo Unit III, India",Yes,74.13,2012,7,3,12
116-ZA-T30,FPQ-12522,SCMS-199289,ASN-28033,South Africa,PMO - US,Direct Drop,DDP,Truck,2014-08-29,29-Aug-14,29-Aug-14,ARV,Adult,S. BUYS WHOLESALER,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,70,1803.18,25.76,0.21,ABBVIE Ludwigshafen Germany,No,2.23,2014,8,3,29
107-RW-T30,FPQ-8742,SCMS-137420,ASN-15492,Rwanda,PMO - US,Direct Drop,EXW,Ocean,2012-08-02,2-Aug-12,2-Aug-12,ARV,Adult,HETERO LABS LIMITED,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,20370,72720.9,3.57,0.12,Hetero Unit III Hyderabad IN,Yes,101.95,2012,8,3,2
116-ZA-T30,FPQ-12522,SCMS-199280,ASN-24433,South Africa,PMO - US,Direct Drop,DDP,Truck,2014-02-07,7-Feb-14,7-Feb-14,ARV,Adult,S. BUYS WHOLESALER,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,12,325.33,27.11,0.45,Mylan (formerly Matrix) Nashik,No,0.4,2014,2,1,7
107-RW-T30,FPQ-8365,SCMS-126480,ASN-15215,Rwanda,PMO - US,Direct Drop,FCA,Air,2012-06-29,29-Jun-12,29-Jun-12,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",Lopinavir/Ritonavir,Generic,100/25mg,Tablet,60,1575,12143.25,7.71,0.13,ABBVIE Ludwigshafen Germany,Yes,20.04,2012,6,2,29
116-ZA-T30,FPQ-13035,SCMS-215370,ASN-24415,South Africa,PMO - US,Direct Drop,DDP,Truck,2014-02-06,6-Feb-14,6-Feb-14,ARV,Adult,S. BUYS WHOLESALER,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,872,14909.0,17.1,0.29,"Cipla, Goa, India",No,18.44,2014,2,1,6
109-TZ-T30,FPQ-5174,SCMS-66910,ASN-6720,Tanzania,PMO - US,Direct Drop,FCA,Air,2010-06-11,11-Jun-10,11-Jun-10,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,7145,258363.2,36.16,0.3,ABBVIE Ludwigshafen Germany,Yes,557.03,2010,6,2,11
161-ZA-T30,FPQ-5648,SCMS-75750,ASN-9177,South Africa,PMO - US,Direct Drop,DDP,Ocean,2011-02-01,1-Feb-11,1-Feb-11,ARV,Adult,Aurobindo Pharma Limited,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,64260,289812.6,4.51,0.15,"Aurobindo Unit III, India",Yes,624.84,2011,2,1,1
105-SS-T30,FPQ-15569,SCMS-272170,ASN-32108,South Sudan,PMO - US,Direct Drop,EXW,Air,2015-07-02,7-Jul-15,7-Jul-15,HRDT,HIV test - Ancillary,"Orgenics, Ltd","Capillary Tubes, for Determine, EDTA, 50uL,100 Pcs","HIV, Capillary Tubes, for Determine, EDTA, 50uL,100 Pcs",Determine,300mg,Test kit - Ancillary,100,15,120.0,8.0,0.08,"Alere Medical Co., Ltd.",No,0.14,2015,7,3,2
151-NG-T30,FPQ-16312,SCMS-287710,ASN-33334,Nigeria,PMO - US,Direct Drop,EXW,Air,2015-08-07,7-Aug-15,10-Aug-15,ARV,Adult,EMCURE PHARMACEUTICALS LTD,"Atazanavir/Ritonavir 300/100mg, tablets, 30 Tabs",Atazanavir/Ritonavir,Generic,300/100mg,Tablet,30,6878,123804.0,18.0,0.6,"Emcure Plot No.P-2, I.T-B.T. Park, Phase II, MIDC, Hinjwadi, Pune, India",Yes,145.72,2015,8,3,7
107-RW-T30,FPQ-13874,SCMS-232310,ASN-25540,Rwanda,PMO - US,Direct Drop,EXW,Air,2014-04-28,28-Apr-14,28-Apr-14,HRDT,HIV test,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)","HIV 1/2, SKB Colloidal Gold, Diagnostic Kit, Antibody, 50 Tests","HIV 1/2, Colloidal Gold, Diagnostic Kit, Antibody",Colloidal Gold,300mg,Test kit,1,5994,146853.0,24.5,24.5,"KHB Test Kit Facility, Shanghai China",Yes,150.96,2014,4,2,28
